company_name,sector,fiscal_year,label,years_to_default,sector_npa_rate,revenue,cogs,gross_profit,ebitda,depreciation,ebit,interest_expense,pbt,tax,pat,sga_expense,employee_cost,total_assets,fixed_assets,cwip,total_investments,trade_receivables,inventories,cash_equivalents,other_current_assets,total_current_assets,equity_share_capital,reserves_surplus,total_equity,lt_borrowings,st_borrowings,total_debt,trade_payables,other_current_liab,total_current_liab,cfo,cfi,cff,capex,free_cash_flow,promoter_holding_pct,promoter_pledge_pct,promoter_pledge_change,institutional_holding_pct,auditor_changes_3yr,auditor_big4,din_disqualified_count,related_party_tx_to_rev,dividend_payout_ratio,going_concern_flag,qualified_opinion_flag,emphasis_matter_flag,scope_limitation_flag,auditor_resigned_flag,auditor_distress_score,promoter_total_companies,promoter_npa_companies,promoter_struck_off_companies,network_npa_ratio,contagion_risk_score,customer_concentration,supplier_concentration,satellite_activity_score,satellite_activity_category,satellite_vs_revenue_flag,gst_vs_bank_divergence,gst_divergence_flag,gst_filing_delays_count,ewaybill_volume_consistency,gst_payment_delay_days,ceo_sentiment_overall,ceo_sentiment_revenue,ceo_sentiment_debt,ceo_deflection_score,ceo_overconfidence_score,ceo_specificity_score,debt_to_equity,debt_to_assets,lt_debt_to_assets,st_debt_to_assets,equity_to_assets,interest_coverage,current_ratio,quick_ratio,dscr,ebitda_margin,net_margin,gross_margin,roe,roa,ebitda_to_assets,ebitda_to_equity,ebitda_to_fin_exp,cfo_to_assets,cfo_to_equity,cfo_to_sales,cfo_to_debt,asset_turnover,inventory_days,receivables_days,payables_days,cash_conversion_cycle,ln_total_assets,ln_revenue,ln_net_income,revenue_growth,ebitda_growth,pat_growth,cfo_growth,total_equity_growth,total_debt_growth,total_assets_growth,trade_receivables_growth,dscr_velocity,interest_coverage_velocity,debt_to_equity_velocity,net_margin_velocity,dscr_acceleration,debt_acceleration,dscr_3yr_slope,months_to_dscr_danger,beneish_dsri,beneish_gmi,beneish_aqi,beneish_sgi,beneish_depi,beneish_sgai,beneish_lvgi,beneish_tata,beneish_m_score,beneish_manipulation_flag,altman_x1,altman_x2,altman_x3,altman_x4,altman_x5,altman_z_score,altman_zone,piotroski_roa,piotroski_cfo,piotroski_roa_change,piotroski_accrual,piotroski_leverage,piotroski_liquidity,piotroski_shares,piotroski_margin,piotroski_turnover,piotroski_f_score
Marico,FMCG,2023,0,,0.02,51252.05,25479.31,25772.74,9672.62,3583.37,6089.25,910.11,5179.14,1294.79,3884.36,3864.49,6274.3,73586.72,26630.76,3609.91,3821.11,7520.75,3571.66,4073.35,4817.25,19983.02,2878.35,26187.57,29065.92,15147.04,5083.44,20230.48,4546.0,3139.38,12768.82,5064.34,-2051.85,-2431.18,1610.93,3453.41,0.5742,0.0279,0.0078,0.2728,0,0,0,0.0586,0.1999,0,0,0,0,0,1,2,0,1,0.039,0.0344,0.1484,0.1609,94.06,ACTIVE,0,0.0578,0,0,0.9539,4.9,0.6637,0.5605,0.295,0.1157,0.1034,0.6321,0.6960206316987035,0.2749202573470469,0.20583931448220769,0.06908094286483919,0.3949886609921602,6.690674746249711,1.5649856445963695,1.285268333230066,3.076105129868353,0.18872649971681668,0.0757893586680769,0.5028626171928174,0.13363967147320163,0.05278615489244818,0.13144518467283983,0.3327821723746305,10.627968036140722,0.06882138516203982,0.17423635652426497,0.0988124377444646,0.2503321720369298,0.696485045118243,51.16527488180938,53.560272222212376,65.12303511888183,39.60251198513993,11.206219853654044,10.844510896200676,8.26471351306652,28.447077817613533,42.595889484833464,39.33603322949118,36.94365775080543,32.017073143025904,40.95454168394857,35.733667789841505,32.86199909950473,0.46083488611179035,2.350404307651127,0.14827149279368967,0.02045979444173105,0.9293216391875907,41.16366092291855,-0.0038259334820048545,120.0,1.1499273146228897,0.8599169363554422,2.7044250930291955,29.44707780069459,0.4612646704493285,2.4649716981518295,1.0149786886174013,-0.016035230269591645,23.25349383906235,1,0.09803671097043005,0.3558735869684656,0.0827493058518881,1.4367390194678158,0.696485045118243,2.447468241030531,GREY,1,1,1,1,0,0,0,1,0,5
Marico,FMCG,2024,0,,0.02,49150.86,30769.73,18381.13,6996.12,3020.19,3975.94,1047.33,2928.61,732.15,2196.45,3032.07,2950.86,69864.39,34340.63,3123.51,3918.9,5240.31,2464.91,9211.92,3375.33,20292.47,3091.69,27334.88,30426.57,16465.02,7008.99,23474.01,4056.66,5580.47,16646.12,4501.74,-2988.31,487.74,1912.95,2588.79,0.6831,0.0946,-0.0023,0.327,0,1,0,0.0725,0.2082,0,0,0,0,0,0,1,0,1,0.0285,0.0295,0.1645,0.1714,79.12,MODERATE,0,0.0602,0,0,0.9659,6.5,0.4513,0.5459,0.1687,0.0557,0.0238,0.6587,0.7714970829517919,0.335993916209159,0.23567113374588014,0.1003227824632789,0.4355089910548778,3.7962628743602655,1.2190510460564354,1.0709738965554152,1.8519204850201278,0.1423397271147984,0.044687926110658326,0.37397372089981795,0.07218855099105194,0.031438763008859893,0.10013856844523887,0.22993456047691427,6.679957600106979,0.06443540120990915,0.14795423867534346,0.09159025904955496,0.19177549978926586,0.7035180583312398,29.239520462830207,38.91515122952243,48.12134847955698,20.033323212795658,11.154311356352121,10.802649622878999,7.694597699669376,-0.0409971893807175,-0.2767088958317395,-0.4345400529302125,-0.11109048760549256,0.04681255573537668,0.16032887010095642,-0.050584263030068466,-0.303219758667686,-1.2241846448482252,-2.894411871889446,0.07547645125308833,-0.031101432557418575,-1.6850195309600156,-40.794212813847615,-0.3816748793682172,8.35089503235352,0.7265674653046973,1.3446433384130436,0.5947723762899868,0.959002810600571,1.467113435618028,0.8181391130390527,1.2805608187222426,-0.032996638201049255,-2.911004242372253,0,0.052191824761481646,0.3912562608735115,0.05690939260964121,1.2961811807485735,0.7035180583312398,2.279416717328894,GREY,1,1,0,1,0,0,0,0,1,4
Page Industries,Textiles,2009,0,,0.09,53633.26,32557.56,21075.69,7746.5,2876.01,4870.49,1518.11,3352.39,838.1,2514.29,3737.48,3507.48,51816.29,18536.41,2462.28,2775.18,6910.42,5781.5,3016.92,2638.13,18346.97,1424.76,21351.25,22776.01,9853.07,4287.16,14140.23,5613.59,3731.94,13632.68,5248.03,-4019.0,447.75,3857.99,1390.03,0.4958,0.01,0.0179,0.3104,0,0,0,0.0451,0.2868,0,0,0,0,0,1,2,0,1,0.0312,0.0412,0.1062,0.0898,72.66,ACTIVE,0,0.0729,0,0,1.0489,7.3,0.6762,0.7175,0.4612,0.1629,0.0689,0.6755,0.6208387684839953,0.2728915945106666,0.19015390719424038,0.08273768731642621,0.43955308262248116,3.20825895145394,1.3458080141728694,0.9217167863602963,3.1766927864818486,0.14443462880786223,0.046879305862688944,0.3929593315716225,0.11039203090838158,0.0485231574848658,0.14949931768273067,0.34011664025700217,5.102726413038102,0.10128146958994398,0.23041919984095463,0.09785028916575553,0.37114177065216464,1.035065613515845,64.81589836385724,47.028715016632795,62.93347382104392,48.91113955944613,10.85545985757397,10.889924677002544,7.829745736514932,,,,,,,,,,,,,,,,120.0,,,,,,,,-0.05275831210507818,-2.7268561423396607,0,0.09098084791306016,0.41205671034317476,0.09399534393346194,1.6107241535950458,1.035065613515845,2.9977411526294135,SAFE,1,1,0,1,0,0,0,0,0,3
Page Industries,Textiles,2010,0,,0.09,21374.4,10309.78,11064.62,3868.76,1073.04,2795.72,550.55,2245.17,561.29,1683.87,1615.32,3150.65,22618.77,8703.5,552.38,1546.12,2494.02,2263.44,2424.96,1643.27,8825.68,571.99,10822.6,11394.59,3739.23,1797.4,5536.63,1143.56,1229.61,4170.57,2652.6,-1381.41,87.4,910.03,1742.57,0.5234,0.0059,-0.008,0.3622,0,1,0,0.0539,0.2466,0,0,0,0,0,1,1,0,1,0.03,0.0853,0.1316,0.1264,87.42,ACTIVE,0,0.0282,0,1,0.8863,0.3,0.5696,0.459,0.4185,0.0863,0.0679,0.7539,0.4858998875355849,0.24478033066144708,0.16531535533694736,0.07946497532449974,0.5037670041074839,5.078049214280176,2.1161807613548795,1.5734635789416163,4.149500682801782,0.1809997005679224,0.07877975521751347,0.5176575716503079,0.1477780244705796,0.07444569266699975,0.17104201509759187,0.3395260382041367,7.027081996136443,0.11727428148757539,0.23279468587875518,0.12410172916553905,0.4791001023223332,0.9449850720907907,80.13319391101136,42.58913934226976,40.48577175841911,82.236561494862,10.026535371533823,9.969949223235547,7.428849994672775,-0.601471176654188,-0.5005796166010457,-0.3302801188407065,-0.4945531942462219,-0.4997108800004917,-0.6084483774309187,-0.5634814842976987,-0.6390928481915716,0.9728078963199334,1.869790262826236,-0.13493888094841044,0.03190044935482453,,,,120.0,0.905598618359169,0.7591090983364938,0.7807898771325644,0.3985288233383813,1.223753391257377,1.084476026724431,0.8006986766388283,-0.04282858882057563,-3.443134517362877,0,0.2058073891636987,0.47847871478075604,0.1236017696752033,2.058037108844543,0.9449850720907907,3.504532245015184,SAFE,1,1,1,1,1,1,1,1,0,8
Page Industries,Textiles,2011,0,,0.09,39065.31,21440.03,17625.29,6320.94,2040.86,4280.08,773.86,3506.22,876.56,2629.67,2435.62,3681.87,48214.22,19711.9,1908.89,2214.78,4586.01,3883.7,5683.99,3552.33,17706.02,1760.33,23676.14,25436.47,9034.53,2753.06,11787.59,4392.81,1520.64,8666.51,3405.29,-4032.69,-2228.01,2654.09,751.2,0.6291,0.0513,0.0026,0.2327,0,0,0,0.0529,0.3714,0,0,0,0,0,0,2,0,0,0.0329,0.0748,0.1641,0.0817,76.46,ACTIVE,0,0.0108,0,0,0.9792,7.5,0.4549,0.3524,0.4433,0.062,0.1457,0.6354,0.4634129656959706,0.24448368136528012,0.18738309983678295,0.05710058152849718,0.5275719486797138,5.53081952093296,2.0430392393197447,1.594911907838921,3.301869449634552,0.1618044244327818,0.06731470964732356,0.4511749682659328,0.1033818764905908,0.05454137804045069,0.13110115646107928,0.2484991038360079,8.168066564794579,0.07062833329937457,0.1338743151021398,0.08716915339754967,0.2888877200268343,0.8102445709832027,66.11700169887276,42.84859508236723,74.78420738801279,34.18138939322719,10.783409277275517,10.572990139891488,7.874613642013957,0.8276681450707386,0.6338413341742573,0.5616823151430932,0.2837555605820705,1.2323286752748452,1.1290189158386963,1.1316022047175864,0.8388024153775833,-0.8476312331672298,0.45277030665278417,-0.02248692183961426,-0.011465045570189916,-1.8204391294871631,1.737467293269615,0.06258833157635214,32.58775718379858,1.0060920634721529,1.147351827358831,0.9951397053260018,1.8276681449852312,1.169854593144928,0.8249993736589116,0.9885058062078501,-0.01608695525892388,-1.6821559868257634,1,0.1874863888664488,0.4910613507697301,0.08877215062094186,2.1579025057575043,0.8102445709832027,3.3104037292041744,SAFE,1,1,0,1,0,0,0,0,0,3
Page Industries,Textiles,2012,0,,0.09,51359.88,32649.7,18710.18,8833.71,1636.49,7197.22,1600.03,5597.18,1399.3,4197.89,2655.49,6935.12,62310.29,26544.27,2730.24,4896.9,5382.44,3635.05,8760.53,4676.27,22454.29,3493.96,20677.23,24171.19,13930.0,5669.23,19599.23,6130.11,3340.71,15140.05,4870.43,-3502.68,-2788.29,2901.26,1969.17,0.7187,0.0963,-0.0049,0.1849,0,1,0,0.0386,0.2262,0,0,0,0,0,0,2,0,1,0.0092,0.0816,0.0896,0.1346,71.32,MODERATE,0,-0.0064,0,1,0.9486,2.1,0.5244,0.7356,0.3993,0.1738,0.0805,0.8256,0.8108508517449554,0.3145424295037859,0.22355858077014953,0.09098384873363638,0.3879165062401745,4.498178156348207,1.4831054057626558,1.2430104259072454,2.4807011965603154,0.171996313072149,0.08173480934765162,0.36429563308239243,0.17367328624806339,0.06737073443138572,0.14176968201974713,0.3654644227129295,5.520965228451362,0.0781641362914831,0.20149731973471324,0.09482946611061341,0.24850108906071816,0.8242600058381326,40.637226374495405,38.25146398242653,68.53019016810168,10.358500188820244,11.039881859676049,10.846612601912515,8.342337297083487,0.3147183524206003,0.39753106341778266,0.5963561967851481,0.4302541046430701,-0.04974275125439975,0.662700348417276,0.2923633318137262,0.17366512502153264,-0.8211682530742368,-1.0326413645847534,0.3474378860489848,0.014420099700328065,0.02646298009299297,-0.4663185674214203,-0.8343997431207328,21.637944056238858,0.8927122093243965,1.2384823994897896,0.9540540722516098,1.314718352386946,1.615616169240592,0.8292823330850005,1.314179799262159,-0.01079340186009737,-2.2436992684622137,0,0.11738414313081542,0.3318429427895161,0.11550612266263717,1.233272429517217,0.8242600058381326,2.550834759997467,GREY,1,1,1,1,0,0,0,0,1,5
Page Industries,Textiles,2013,0,,0.09,7780.95,3770.32,4010.63,777.85,392.56,385.29,294.68,90.61,22.65,67.95,285.77,1069.33,8172.71,2927.05,282.7,420.99,1146.6,880.76,942.81,587.68,3557.85,231.56,3523.84,3755.4,1497.75,1015.42,2513.17,508.81,395.69,1919.92,417.86,-715.54,23.35,606.7,-188.83,0.6752,0.0319,-0.0012,0.293,0,0,0,0.0152,0.4174,0,0,0,0,0,1,3,0,0,0.0196,0.0435,0.1342,0.1842,79.9,ACTIVE,0,-0.0265,0,0,0.9716,4.5,0.4824,0.5353,0.1192,0.1764,0.0667,0.7767,0.6692149968926839,0.3075075464188124,0.183262345025914,0.12424520139289841,0.4595048643033333,1.307486082165447,1.8531240875384785,1.3943758065990375,1.5269891494043075,0.09996851282941434,0.008732866808200429,0.5154422017214553,0.01809394471478566,0.008314255613093544,0.09517650814782655,0.20712840171296576,2.63964299362141,0.0511286953714094,0.11126910579132207,0.053702954002570004,0.16626809958487962,0.9520648596423872,85.26528249982354,53.78636284081167,49.25726462229803,89.79438071833718,9.008555834199708,8.959433717687018,4.218772140597153,-0.8485013983677532,-0.9119452642208087,-0.9838132966799987,-0.9142047006116503,-0.8446332183065873,-0.8717720032878843,-0.8688385176830344,-0.7869739374707382,-0.9537120471560079,-3.19069207418276,-0.14163585485227148,-0.07300194253945119,-0.13254379408177108,-1.5344723517051602,-0.8874401501151223,6.630788801421561,1.406125602552681,0.7067619319950935,0.9666754884041415,0.15149860162929707,0.4910680443286822,0.7103352065264384,0.9729233803743511,-0.04281443975831586,-3.231700035025839,0,0.20041455035105676,0.43117154524861745,0.047143481165103925,1.4942880897455055,0.9520648596423872,2.8483488251038658,GREY,1,1,0,1,1,1,1,1,1,8
Page Industries,Textiles,2014,0,,0.09,8997.04,4073.83,4923.21,1359.36,597.0,762.35,148.01,614.35,153.59,460.76,351.56,633.93,12058.4,5727.82,416.82,420.13,899.43,568.38,1176.81,937.15,3581.77,594.07,4942.28,5536.35,1744.57,1152.68,2897.26,494.7,843.3,2490.68,1084.47,-620.96,203.27,596.24,488.23,0.5079,0.1059,0.0059,0.3524,0,1,0,0.0609,0.2612,0,0,0,0,0,1,3,0,0,0.0132,0.0078,0.1427,0.1749,74.79,ACTIVE,0,-0.0378,0,1,0.9744,2.9,0.6701,0.681,0.489,0.0075,0.0428,0.6586,0.5233159029824133,0.24026902406287162,0.14467673985398752,0.09559145491146492,0.45912807665535,5.150665460775182,1.4380691211082641,1.2098663813858601,3.0424147785539475,0.15108969170403933,0.05121239873878381,0.547203302358642,0.08322450710608531,0.03821070788510825,0.11273137397061539,0.2455336096443444,9.184244245765528,0.08993481721539054,0.19588176322019346,0.12053630970624378,0.3743088295926811,0.7461222052058215,50.9247317509752,36.488884117833315,44.32327808368949,43.09033778511902,9.397516791496319,9.104650913333655,6.132877300058306,0.15629068429947512,0.7475862955582695,5.780868285504047,1.5952950749054708,0.47423709857804774,0.15283088688787472,0.4754469447710734,-0.21556776556776558,1.51542562914964,3.843179378609735,-0.14589909391027067,0.04247953193058338,2.469137676305648,1.0246028901757591,0.2808567909968163,120.0,0.6784040078305223,0.9419556818170453,1.1038129017977767,1.1562906841508698,1.2528319487534296,1.0639367105563118,0.8237431275926234,-0.051724109330282285,-2.791466560595862,0,0.09048381210687291,0.40986200487545094,0.06322148874948405,1.9108916694011266,0.7461222052058215,2.7836755010736733,GREY,1,1,1,1,1,0,0,1,0,6
Page Industries,Textiles,2015,0,,0.09,1264.99,669.09,595.91,156.72,49.64,107.07,31.97,75.11,18.78,56.33,81.83,175.56,1341.81,524.85,22.92,75.99,133.44,119.39,181.46,91.01,525.31,46.38,472.97,519.35,290.4,132.36,422.76,83.15,53.35,268.86,116.63,-96.32,-17.62,87.1,29.52,0.5855,0.0696,-0.0029,0.3693,0,1,0,0.0524,0.3173,0,0,0,0,0,0,1,0,1,0.0015,0.034,0.1648,0.0568,70.58,MODERATE,0,0.077,0,1,0.9186,8.0,0.5154,0.5938,0.2414,0.0965,0.0896,0.7417,0.8140175203350004,0.31506696155561,0.2164240837253977,0.09864287783021228,0.3870518177781863,3.3490771551743146,1.9538421410628497,1.509782037083307,2.0888525781205143,0.12389030733532255,0.04452999624935375,0.4710788223850948,0.10846250099458457,0.04198060825155528,0.11679746006007001,0.30176181707564875,4.902095561398324,0.08691990662841988,0.22456917257231312,0.09219835722638252,0.2758775658154093,0.9427489726990044,65.12927996961652,38.50275493205262,45.35974226881325,58.27229263285588,7.201774727776527,7.142819495992035,4.031227252906622,-0.8593993135520127,-0.8847104519774012,-0.8777454640159736,-0.8924543786365691,-0.9061927081922205,-0.854082823081118,-0.8887240429907782,-0.8516393716020146,-0.9535622004334332,-1.801588305600867,0.29070161735258715,-0.006682402489430063,-2.468987829583073,-1.0069137099689929,0.28093171435810393,13.702532702087328,1.055191351089716,1.1615935906321166,0.9534853322010498,0.14060068643235987,1.092387852607436,1.6554865400118528,1.1535660935482699,-0.044939298376864605,-3.491884826164632,0,0.19112243895102696,0.35248656638981185,0.07979520194379591,1.2284747818420032,0.9427489726990044,2.6659861279057018,GREY,1,1,1,1,0,1,1,0,1,7
Page Industries,Textiles,2016,0,,0.09,43014.13,26188.4,16825.73,4790.89,1658.51,3132.38,437.63,2694.75,673.69,2021.06,2901.13,3445.25,40507.58,19921.98,1219.12,1344.83,5569.19,4911.72,4951.78,1387.47,16820.17,824.43,19404.42,20228.86,6143.61,5211.92,11355.53,3171.24,2874.69,11257.85,4146.33,-2077.54,-867.1,1663.3,2483.03,0.5546,0.0916,-0.0061,0.1742,0,1,0,0.0147,0.4327,0,0,1,0,0,1,3,0,1,0.0083,0.0361,0.1717,0.1665,74.64,ACTIVE,0,-0.0167,0,0,1.0,5.8,0.6449,0.6502,0.1807,0.0859,0.0741,0.6166,0.5613529382989771,0.2803309898966976,0.15166568824522061,0.12866530165147694,0.49938455961823974,7.157598868547406,1.4940836836967906,1.05779078589093,2.7002776013828518,0.11137944670480657,0.04698595554421336,0.3911675070403338,0.09990973292118736,0.04989337797888954,0.11827144450203465,0.2368344039042816,10.947352761585467,0.10235936088745959,0.20497101664626818,0.09639460335251708,0.3651375144651867,1.0618785422120531,68.45694276594,47.25782783361519,44.19905759633276,71.51571300322243,10.609244396076118,10.669283945348178,7.611377405236065,33.003533624771734,29.56974221541603,34.878927747203974,34.55114464546,37.95034177337056,25.860464566184124,29.188759958563434,40.735536570743406,0.6114250232623375,3.808521713373091,-0.25266458203602327,0.0024559592948596096,1.5649872236957707,26.714547389265242,-0.17106858858554774,120.0,1.2273882198043493,1.2042861679979808,0.4276665904945054,34.003533597891256,1.12432665187174,1.0426308914143703,1.0830582647369855,-0.05246598290857005,26.779306195845503,1,0.13731553452125952,0.4790318256366084,0.07732824325527893,1.7814104668138422,1.0618785422120531,3.221331222359542,SAFE,1,1,1,1,1,0,0,0,1,6
Page Industries,Textiles,2017,0,,0.09,55931.2,31033.52,24897.69,8014.63,2810.5,5204.13,602.32,4601.81,1150.45,3451.36,4060.15,7968.78,53708.47,17418.98,1317.77,3941.98,6458.29,3796.61,7875.86,3155.25,21286.0,2472.48,22493.73,24966.21,12255.8,5217.07,17472.87,6197.4,2394.26,13808.73,6876.16,-5016.35,657.2,4069.87,2806.28,0.7313,0.0064,0.0289,0.2752,0,0,0,0.049,0.3626,0,0,0,0,0,0,3,0,1,0.0206,0.0552,0.0997,0.1509,77.97,ACTIVE,0,-0.0245,0,1,1.0081,5.3,0.3843,0.3329,0.3489,0.117,0.0421,0.8731,0.6998607317370213,0.32532801622676405,0.2281911959095429,0.09713682031722115,0.4648467923129285,8.640141438703443,1.5414886089059974,1.2665458734245258,2.9864679724498293,0.14329444030982183,0.06170724032272315,0.4451485038682319,0.13824124686373138,0.06426100017251914,0.14922469397938118,0.3210190893883766,13.306265750255236,0.12802747871745318,0.2754186558442223,0.12293961152052987,0.39353351793989577,1.0413850924995371,44.653737312278665,42.145990966720795,72.89057122514974,13.909157053849711,10.891325996178365,10.931877642976136,8.146523635246407,0.3002982973269481,0.6728895883645836,0.7076979406845914,0.6583725849124407,0.2341876902603508,0.5387102143184861,0.3258869080799198,0.1596461963050282,0.28619037106697753,1.4825425701560375,0.1385077934380442,0.014721284778509793,-0.32523465219535996,-25.32175435186564,0.4488076971646577,120.0,0.8918308965682449,0.8787328833149116,3.005152808637753,1.3002982972967185,0.5531691131252892,1.0762964176106014,1.0433168399105792,-0.06376647854493403,-1.9426332924707368,1,0.13921956815863085,0.41881159525827466,0.09689588997607089,1.4288557059356102,1.0413850924995371,2.9718546681338784,GREY,1,1,1,1,0,1,0,1,0,6
Page Industries,Textiles,2018,0,,0.09,15945.62,8410.65,7534.97,4356.38,542.3,3814.08,605.37,3208.71,802.18,2406.53,542.77,1394.5,19455.92,7835.49,735.08,1387.77,1593.25,859.21,2566.68,661.4,5680.55,460.64,9895.54,10356.18,2998.51,2163.9,5162.42,967.93,648.05,3779.88,3026.72,-762.65,-272.25,580.3,2446.41,0.6266,0.0948,-0.0428,0.3141,0,1,0,0.0432,0.2744,0,0,0,0,0,0,3,0,0,0.0217,0.0968,0.13,0.0881,83.6,ACTIVE,0,-0.0422,0,1,0.9836,2.7,0.5584,0.5975,0.2299,0.0051,0.1125,0.6644,0.4984868937679253,0.26533929003278495,0.154118129589651,0.11122064646075742,0.5322894008336646,6.300411308290117,1.5028387140589547,1.2755272650783815,4.760089898471243,0.27320229628743176,0.1509210679703316,0.47254167599174307,0.23237622364304442,0.12369140086288949,0.2239102545536829,0.4206551063789298,7.1962270888940205,0.15556807387388683,0.29226220476157594,0.18981513417541523,0.5862986737641844,0.8195767663097107,37.287445080072594,36.469967926209826,42.00560598265228,31.751807023630143,9.875906672915335,9.676939462350798,7.785941154902735,-0.714906528020139,-0.4564465234202951,-0.3027299383431459,-0.5598240878629933,-0.5851921457041337,-0.7045465341412143,-0.6377495020803982,-0.75330157053957,1.7736219260214137,-2.339730130413326,-0.20137383796909603,0.08921382764760846,1.4874315549544361,-1.2432567484597004,1.0299061485441963,120.0,0.8653247222258257,0.9420281521324652,1.0928859239213695,0.28509347197476376,2.1462916495619004,0.46890674901941254,0.7891336094935267,-0.03187667301099732,-3.091707165415136,0,0.0976910883629409,0.5086133166404564,0.19603699027360122,2.0060707958658783,0.8195767663097107,3.4994292610642894,SAFE,1,1,1,1,1,0,1,1,0,7
Page Industries,Textiles,2019,0,,0.09,53365.83,32287.89,21077.94,4897.68,3464.4,1433.28,1916.3,-483.02,0.0,-483.02,2158.35,4650.94,58870.84,19922.39,2718.48,3514.62,4365.67,3408.33,3062.93,3597.94,14434.87,1909.87,22371.08,24280.95,8885.03,6947.69,15832.72,2885.46,4501.02,14334.17,3217.45,-4571.33,235.97,4268.39,-1050.95,0.517,0.0097,-0.0057,0.3687,0,1,0,0.0697,0.2445,0,0,0,0,0,1,2,0,0,0.0463,0.0455,0.1095,0.1869,67.78,ACTIVE,0,-0.0317,0,0,1.0409,2.5,0.5342,0.6701,0.2793,0.1875,0.1105,0.7374,0.6520634488909179,0.2689399369829114,0.1509241247423865,0.11801581224052492,0.4124444291874816,0.7479413449105352,1.0070251712511415,0.7692485856684239,1.5692081537636364,0.09177557999019643,-0.00905111004534079,0.3949707143991769,-0.019892961353658197,-0.008204741090696095,0.0831936490105595,0.2017087469723504,2.5558002387122056,0.05465269393039657,0.13250923048181765,0.06029045177297363,0.20321524032489582,0.906490038176685,38.52962983835334,29.859360380418345,32.61882086340672,35.77016935536496,10.983101170648215,10.884925932492363,6.180058060662786,2.3467391045315265,0.12425454161482707,-1.2007122288107772,0.06301540942009831,1.3445855518154377,2.0669182282727867,2.025857425400598,1.740103561901773,-3.1908817447076068,-5.552469963379583,0.15357655512299262,-0.1599721780156724,-4.96450367072902,2.771464762414001,-0.708629909343096,2.140629534724424,0.8187383230178098,1.1963937131816238,1.3638895011612355,3.346739104321642,0.43697110550128887,1.1881853084526652,1.1148896875901995,-0.06285743502109266,-0.7315572849665715,1,0.0017105242595194872,0.38000273139673224,0.02434617885485673,1.5335930906670747,0.906490038176685,2.4410447358648057,GREY,0,1,0,1,1,0,0,0,1,4
Page Industries,Textiles,2020,0,,0.09,35113.23,16066.29,19046.94,7718.64,2287.55,5431.09,727.08,4704.01,1176.0,3528.01,1428.83,2808.66,29147.84,13816.4,1082.43,2105.19,4319.81,3379.2,3932.68,1574.37,13206.06,1002.04,15497.23,16499.27,5969.44,2207.01,8176.44,3142.14,1651.27,7000.42,6178.88,-2366.68,-1350.58,2091.42,4087.46,0.7346,0.077,0.0333,0.3692,0,1,0,0.0459,0.3527,0,0,1,0,0,0,3,0,1,0.043,0.0626,0.1129,0.1838,65.93,ACTIVE,0,-0.0434,0,1,1.0342,4.8,0.4302,0.5832,0.1598,0.0938,0.1247,0.6046,0.49556374309314505,0.2805161548752663,0.20479870891960436,0.07571778903425716,0.5660546373053353,7.469728217706816,1.8864668117218013,1.4037529174815577,5.927151663879032,0.21982141773286532,0.10047523397589811,0.5424434037955936,0.21382824814589807,0.12103847145719757,0.26481001678804295,0.4678170609688903,10.615943210353821,0.21198414701700077,0.37449414426368594,0.17597014002482908,0.7556931866734553,1.2046597620542498,76.76993256832971,44.90417571824341,71.384314607082,50.28979367949111,10.280136089547716,10.466333261513222,8.168489251589785,-0.3420278481567699,0.5759788307933551,-8.304066084220116,0.9204276678736267,-0.32048498926112856,-0.48357325841674714,-0.5048849311475766,-0.010504687711164529,4.357943510115396,6.721786872796281,-0.1564997057977729,0.1095263440212389,7.548825254823003,-2.550491486689534,0.5835308827038955,120.0,1.503855914733237,0.7281312363727722,0.1751147230022938,0.6579721518309006,1.0428437245160225,1.0061232284191237,1.0161185889025233,-0.09094567555980321,-3.2252735195986992,0,0.2129022253376956,0.5316767897541747,0.18632907274822666,2.017903879681389,1.2046597620542498,4.030118205993311,SAFE,1,1,1,1,0,1,1,1,1,8
